title,artists,year,track_id,release_date,spotify.name,spotify.artists
Arsonist's Lullabye,Hozier,2014,1UWhx0pFZccP4jdCIZsj7U,2014-03-09,Arsonist's Lullabye,['Hozier']
Artificial Light,Demon Hunter,2014,1G8DHP0Uj4ngVjLm4MA880,2014-03-18,Artificial Light,['Demon Hunter']
As Bright As The Darkness,Devil You Know,2014,4cPfTpXrlC0Ut9O9UUf8ni,2014-04-25,As Bright as the Darkness,['Devil You Know']
As Long As I Got You,Lily Allen,2014,7Gwuz7mp2lVPXDOzJwpH8Z,2014-05-05,As Long as I Got You,['Lily Allen']
As Long as You Love Me,Caleb Johnson,2014,08TL3jiQDgQ72kU4RERbzU,2014-08-12,As Long As You Love Me,['Caleb Johnson']
Ash and Ember,Augustana,2014,5NkBuTpCzPLFXHM69MNSYa,2014-04-22,Ash And Ember,['Augustana']
Ask Yourself,Foster the People,2014,6vtLtrPHZAo5OUy1Sk9BTH,2014-03-14,Ask Yourself,['Foster The People']
Asleep in the Deep,Mastodon,2014,6yiFbPkFbHzuzQsEatSc03,2014-06-20,Asleep in the Deep,['Mastodon']
At Night,Example,2014,5ruiaPfsjQw0blU8Ic91Ip,2014-07-07,At Night,['Example']
At the Cross (Love Ran Red),Chris Tomlin,2014,27uBwOJbW6kHsCbKGukxMK,2014-10-27,At The Cross (Love Ran Red),['Chris Tomlin']
Atlas,Coheed and Cambria,2014,4lzH2DViHTFroAL52ladbN,2015-10-16,Atlas,['Coheed and Cambria']
ATM,Ray J,2014,40Xc7C3ERGmMqVhyAFcbt6,2014-08-05,ATM (feat. Dria & Migos),"['Ray J', 'Migos', 'Dria']"
Aunt Lisa,Mastodon,2014,4wLKVG0c7xvLDrILLfDhLk,2014-06-20,Aunt Lisa,['Mastodon']
Automatic,Miranda Lambert,2014,0B0y2FImat9j9MJTNRZWfW,2014-06-02,Automatic,['Miranda Lambert']
Autumn Leaves,Chris Brown,2014,7EJ1CjaeHobTNQCJOrFmpZ,2014-09-16,Autumn Leaves (feat. Kendrick Lamar),"['Chris Brown', 'Kendrick Lamar']"
Autumn'68,Pink Floyd,2014,2wWncVXYwtlorzhk8S1jU5,2014-11-10,"Side 3, Pt. 5: Autumn '68",['Pink Floyd']
Avalanche,Nick Jonas,2014,0bmsDkJC3MZzOqvMVTJQx4,2015-11-20,Avalanche,"['Nick Jonas', 'Demi Lovato']"
Avaritia,Deadmau5,2014,2GboSSEYjkdsskChhsUZJU,2014-01-01,Avaritia,['deadmau5']
Awake Too Long,Rise Against,2014,0Pq0e1DLC6il4EMb2geDlq,2014-01-01,Awake Too Long,['Rise Against']
Ba55,Switchfoot,2014,37bTEXUa2HstK7nOi142tX,2013-01-05,BA55,['Switchfoot']
Babies Makin' Babies,Miranda Lambert,2014,3ASmJaf3KaNWHgktGkPnF6,2014-06-02,Babies Makin' Babies,['Miranda Lambert']
Baby Be My Love Song,Easton Corbin,2014,6WCqjXvMxAN2yP4dzeoyhF,2015-06-30,Baby Be My Love Song,['Easton Corbin']
Baby Come Back To Bed,Rumer,2014,6bwOmOvgeNU1O3p2AIGXpY,2015-02-10,"Baby, Come Back to Bed",['Rumer']
Baby Come On With It,Natalie Stovall and the Drive,2014,1f05Vft7DTOyqoHVh0dbxY,2015-08-10,Baby Come on With It,['Natalie Stovall']
Baby Don't Lie,Gwen Stefani,2014,5t54WbqXtMwT5yF1nQSuKz,2014-10-20,Baby Don't Lie,['Gwen Stefani']
Baby Ride Easy Out,Johnny Cash,2014,,,,
"Baby, the Rain Must Fall",BlackHawk,2014,1Xzl3xUjR2l8y0mpcZA6rK,2014-07-08,"Baby, the Rain Must Fall",['BlackHawk']
Bacchanalia,Down,2014,0izYPJqvi7JcCVwO2GxLnM,2014-05-13,Bacchanalia,['DOWN']
Back Home,Andy Grammer,2014,07HeFSqsEGq4eWyerDrW1a,2014-08-05,Back Home,['Andy Grammer']
Back In The 90's (BoJack Theme Song),Grouplove,2014,,,,
Back In The Box,Johnny Marr,2014,6ovOLDpTfGPk4u2QcbQPgB,2014-09-30,Back In The Box,['Johnny Marr']
Back in the Tall Grass,Future Islands,2014,20FHDDxEbDjg3UUsIl4z6y,2014-03-24,Back in the Tall Grass,['Future Islands']
Back to Earth,Steve Aoki,2014,1SqHHN5Mqy13gHbDGjTaU7,2014-09-29,Back to Earth (feat. Fall Out Boy),"['Steve Aoki', 'Fall Out Boy']"
Back to the Beginning Again,Switchfoot,2014,5NDUDEHtC5c7bKOw0vPEUp,2013-01-05,Back to the Beginning Again,['Switchfoot']
Back to the Future (Part I),D'Angelo,2014,,,,
Back to the Shack,Weezer,2014,42YgaJLCehufTbH2orwBHM,2014-10-07,Back To The Shack,['Weezer']
Back To You,Alex & Sierra,2014,7JYcQU1Dv1Rabv3AQyynWD,2014-10-06,Back to You,['Alex & Sierra']
Back Together,Jesse McCartney,2014,3fhCNZjvEyx2vFankIMe8m,2014-07-22,Back Together,['Jesse McCartney']
Backroads,Lonely The Brave,2014,3fT6TF2Tg5UN0AzulTNY88,2014-07-11,Backroads,['Lonely The Brave']
Bad,David Guetta,2014,06dT0EYXrhRQV1MsvWhNGv,2014-11-24,Bad (feat. Vassy) - Radio Edit,"['David Guetta', 'Showtek', 'VASSY']"
Bad Blood,Taylor Swift,2014,273dCMFseLcVsoSWx59IoE,2014-10-27,Bad Blood,['Taylor Swift']
Bad Boy,Carissa Leigh,2014,5ElQFJUoKGIKCwyz9GuLBQ,2014-02-24,Bad Boy,['Carissa Leigh']
Bad Girl Phase,Sunny Sweeney,2014,7INe1ffNmCw9N9YrqNdJga,2014-08-05,Bad Girl Phase,['Sunny Sweeney']
Bad Thing,Kiesza,2014,5Jwo4RW7ngtmmd0qqSOqaA,2014-10-21,Bad Thing,"['Kiesza', 'Joey Bada$$']"
Bailando,Enrique Iglesias,2014,32lm3769IRfcnrQV11LO4E,2014-01-01,Bailando - Spanish Version,"['Enrique Iglesias', 'Descemer Bueno', 'Gente De Zona']"
Balmain Jeans,Kid Cudi,2014,5mv1po6d9khHzWHp0C2yBs,2014-02-25,Balmain Jeans,"['Kid Cudi', 'Raphael Saadiq']"
Bang Bang,Jessie J,2014,0puf9yIluy9W0vpMEUoAnN,2014-10-14,Bang Bang,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']"
Bang My Head,David Guetta,2014,6z7HKLe33Nxca2w3WmXBoK,2014-11-24,Bang My Head (feat. Sia),['David Guetta']
Baptism by Fire,AC/DC,2014,1ULNWGJD3skjg0jWjhCFHc,2014-11-28,Baptism By Fire,['AC/DC']
Bartender,Lady A,2014,6olKv2HP3XgBpvVxAswowe,2014-09-30,Bartender,['Lady A']
Bated Breath,Tinashe,2014,1hyeUTrRd000AXLPDxV4q2,2014-10-01,Bated Breath,['Tinashe']
Bathroom Sink,Miranda Lambert,2014,0YV73fsl9Wzlj61EPspjJ3,2014-06-02,Bathroom Sink,['Miranda Lambert']
Battle Cry,Imagine Dragons,2014,3KgIZWuC7JJOgkcGeAWbZg,2015-10-30,Battle Cry,['Imagine Dragons']
Battleground,Slash,2014,1hRS0DhcA68ZITc1QipZiz,2014-09-16,Battleground,"['Slash', 'Myles Kennedy And The Conspirators']"
Be Lucky,The Who,2014,52GOhGzPrLZKVo69jhulkJ,2014-01-01,Be Lucky,['The Who']
Be My Baby,Ariana Grande,2014,0fonaf88IEDQM309zmU80L,2014-08-25,Be My Baby,"['Ariana Grande', 'Cashmere Cat']"
Be My Forever,Christina Perri,2014,7wlUU1sJ9Md89P1xgLyUGV,2014-03-27,be my forever (feat. Ed Sheeran),"['Christina Perri', 'Ed Sheeran']"
Be Prepared For Hell,Slipknot,2014,1Xp8idJ4Eqj083ZA86L35q,2014-10-15,Be Prepared for Hell,['Slipknot']
Be Right,Asher Roth,2014,4olJqnqu2CATle0eOX5xH9,2014-04-22,Be Right (feat. Major Myjah),"['Asher Roth', 'Major Myjah']"
Be Who You Are,You Me at Six,2014,17JnBKM1E6eytF47WCMRfK,2014-01-27,Be Who You Are,['You Me At Six']
Bear With Me,Bayside,2014,4ML3qft1Vk6sMwBTm86FQS,2014-02-18,Bear With Me,['Bayside']
Beating Heart,Ellie Goulding,2014,74ShSWUO9MyQ12K5b9ToCf,2014-01-01,Beating Heart,['Ellie Goulding']
Beautiful,Kylie Minogue,2014,1yVoQDYxtz4annsqezp9x6,2014-03-14,Beautiful,"['Kylie Minogue', 'Enrique Iglesias']"
Beautiful,Jeezy,2014,1XN2o54bs73TN5s96APmfc,2014-09-02,Beautiful,"['Jeezy', 'The Game', 'Rick Ross']"
Beautiful & Wild,Kris Allen,2014,2VacG8RtsmL7umJ07y9hp0,2014-08-12,Beautiful & Wild,['Kris Allen']
Beautiful Life 2 (Mine),Trip Lee,2014,1xv5O4Docho3FnuHvv1hFr,2014-10-27,Beautiful Life 2 (Mine),['Trip Lee']
Beautiful Ruin,Jhené Aiko,2014,,,,
Bed Of Lies,Nicki Minaj,2014,490r1lg2turCiWsPAAxVBP,2014-12-15,Bed Of Lies,"['Nicki Minaj', 'Skylar Grey']"
Before It's Over,Sixx: A.M.,2014,6Tt7fFDpdKgqndF6mQfuML,2014-10-07,Before It's Over,['Sixx:A.M.']
Beg For It,Iggy Azalea,2014,7MQREx2p9bXdqm8WTGVkGI,2014-10-24,Beg For It,"['Iggy Azalea', 'MØ']"
Beggin For Thread,Banks,2014,4PvD06Pmbm2rHG2JjSlElF,2014-01-01,Beggin For Thread,['BANKS']
Being Beige,Smashing Pumpkins,2014,1Th3lpvPiIrxbdFZeajF53,2014-12-08,Being Beige,['The Smashing Pumpkins']
Believe Me,Lil Wayne,2014,6t2eIONH4Sax3R21QWiKNp,2014-05-28,Believe Me,"['Lil Wayne', 'Drake']"
Bend Ova,Lil Jon,2014,35x6JdLCr4VWWR5ShNoAWo,2014-07-22,Bend Ova (feat. Tyga),"['Lil Jon', 'Tyga']"
Beneath The Savage Sun,Slash,2014,7i3x89DKSF9c8YKoP61Hw6,2014-09-16,Beneath The Savage Sun,"['Slash', 'Myles Kennedy And The Conspirators']"
Benz Friendz (Whatchutola),Future,2014,4E7H6rqgxHdSoeGSS28CTY,2014-04-22,Benz Friendz (Whatchutola) (feat. André 3000),"['Future', 'André 3000']"
Beside You,5 Seconds of Summer,2014,04iBN2ttkQBfGLj6DYlhKF,2014-06-27,Beside You,['5 Seconds of Summer']
Best Friend,Foster the People,2014,7tvOve5IkjYenvqScZ75iQ,2014-03-14,Best Friend,['Foster The People']
Best Mistake,Ariana Grande,2014,70yhaHLp9STtzI2Kzba6Tr,2014-08-25,Best Mistake,"['Ariana Grande', 'Big Sean']"
Better Man,Paolo Nutini,2014,321cXoYTsPtmNaVGubsz4o,2014-04-14,Better Man,['Paolo Nutini']
Better Off,Sara Evans,2014,6xoSCb45HMjYZ09piFEQYI,2014-03-10,Better Off (feat. Vince Gill) (feat. Vince Gill),"['Sara Evans', 'Vince Gill']"
Better Off Red,Angaleena Presley,2014,4ta5Cp9ioAIU95jFnBICoC,2014-10-14,Better off Red,['Angaleena Presley']
Better Place,Rumer,2014,36cQjmQL3TuSt0QKM9u0CH,2021-09-17,Better Place - Live,['Rumer']
Better Strangers,Royal Blood,2014,4BiFH77T4UhJtIC9W4r35Z,2014-08-25,Better Strangers,['Royal Blood']
Between the Clock and the Bed,Manic Street Preachers,2014,5S3ahHTdfyp38ntllyFZuf,2014-07-07,Between the Clock and the Bed (feat. Green Gartside),"['Manic Street Preachers', 'Green Gartside']"
Beyond Boundaries,Steve Aoki,2014,0FpF47SkKFBtVTbn75GwGK,2014-09-29,Beyond Boundaries (feat. Aubrey de Grey) - Outro,"['Steve Aoki', 'Aubrey de Grey']"
Beyond Me,Demon Hunter,2014,7iBz6IJJt7AIGy3Qo9eCrt,2014-03-18,Beyond Me,['Demon Hunter']
Beyond The Veil,Lindsey Stirling,2014,0havnPncOkI1Mmf1Glr9tj,2014-04-29,Beyond the Veil,['Lindsey Stirling']
Big Bad World,Jamie Lynn Spears,2014,6OpSFGcJoUsLDGk0aJ6swo,2014-05-19,Big Bad World,['Jamie Lynn Spears']
Big Cheese,Bayside,2014,6BoGhDXWdzeVXrmpi6axKp,2014-02-18,Big Cheese,['Bayside']
Big Eyes,Lana Del Rey,2014,5Lr2qE0Nwl8XiqNwQzvrUJ,2014-12-23,Big Eyes,['Lana Del Rey']
Big Fat Lie,Nicole Scherzinger,2014,,,,
Big Girls Cry,Sia,2014,7zE6pyXLjUCOy8PG0UL5SZ,2015-05-04,Big Girls Cry,['Sia']
Biggy,Warpaint,2014,78hutDIomCFOcDk9Bk7nSG,2014-01-20,Biggy,['Warpaint']
Bill Murray,Phantogram,2014,0zDbbJ71fcLI9E8dmlgffZ,2014-02-18,Bill Murray,['Phantogram']
Birch,Clean Bandit,2014,,,,
Birds of the High Arctic,David Gray,2014,4zISMnQlKJBmi7NNgyGtMG,2014-09-20,Birds of the High Arctic - Live at the iTunes Festival,['David Gray']
Birth In Reverse,St. Vincent,2014,31WoNmfwgisR09Xo3siDjc,2014-02-25,Birth In Reverse,['St. Vincent']
Biscuits 'n' Gravy,Kelis,2014,4Oy6Pn6E7h3nM72qsHMmeV,2014-04-21,Biscuits n' Gravy,['Kelis']
Bitch I'm Madonna,Madonna,2014,2bZMOs3RjmhhGca6MEzjyl,2015-03-10,Bitch I'm Madonna,"['Madonna', 'Nicki Minaj']"
Black 13,Exodus,2014,4IVXKE5esgFgJpDwmtxi2j,2014-10-10,Black 13,['Exodus']
Black and White,Parquet Courts,2014,6m8lfYFKAjyOAQEiZioj1c,2014-06-03,Black And White,['Parquet Courts']
Black Kid on a Pink Bike,DEC3,2014,2kxksPaKDjmiCARgnwd5ne,2014-09-30,Black Kid On a Pink Bike,['Dec3']
Black Me Out,Against Me!,2014,6XI33hctgDLUIRKI8wsJS4,2014-01-21,Black Me Out,['Against Me!']
Black Square,Manic Street Preachers,2014,2KpNi1WTMTPzKiCSpA8ZTg,2014-07-07,Black Square,['Manic Street Preachers']
Black Widow,Iggy Azalea,2014,7pNC5ZIKtwUK0ReSpM3P9f,2014-01-01,Black Widow,"['Iggy Azalea', 'Rita Ora']"
Black Widow,In This Moment,2014,5gc7XfphkR2jispckOKwiM,2014-11-14,Black Widow,['In This Moment']
Blackbird Chain,Beck,2014,23l3HJFdbOJcGmfuCI302h,2014-01-01,Blackbird Chain,['Beck']
Blak Majik,Common,2014,1n27uNx4EZGUPQGOoSMznv,2014-07-22,Blak Majik,"['Common', 'Jhené Aiko']"
Blame,Calvin Harris,2014,07nH4ifBxUB4lZcsf44Brn,2014-10-31,Blame (feat. John Newman),"['Calvin Harris', 'John Newman']"
Blame It on Me,George Ezra,2014,2vzMWO0T008m86yDnXwkII,2014-06-30,Blame It on Me,['George Ezra']
Blame It On The Stars,Andy Grammer,2014,4xmRQjT0mVQCAiApAz0FKS,2014-08-05,Blame It On The Stars,['Andy Grammer']
Blank Space,Taylor Swift,2014,1p80LdxRV74UKvL8gnD7ky,2014-10-27,Blank Space,['Taylor Swift']
Blaze,Colbie Caillat,2014,2ujRFTl217LTbB1OsSHBYA,2014-09-30,Blaze,['Colbie Caillat']
Bleed With Me,Rubicon Cross,2014,63r3x6vPsnhxg6CCAQbqNb,2014-05-19,Bleed With Me,['Rubicon Cross']
Bless the Telephone,Kelis,2014,0Qb5GYJse2GrpBoiASZD5v,2014-04-21,Bless the Telephone,['Kelis']
Blind Threats,ScHoolboy Q,2014,3BKLZpsKsymeFquQWUjhGx,2014-01-01,Blind Threats,"['ScHoolboy Q', 'Raekwon']"
Blk & Wht,Rick Ross,2014,7sR1tVShZYHojzbhZxlMcb,2014-01-01,Blk & Wht,['Rick Ross']
"Blonde Girl, Blue Dress",Benmont Tench,2014,2EmUEYXNEfNf9qrpA3suuD,2014-01-01,"Blonde Girl, Blue Dress",['Benmont Tench']
"Blood In, Blood Out",Exodus,2014,00krIvOfDMTKv5lWEv3SM0,2014-10-10,Blood in Blood Out,['Exodus']
"Blood, Sweat, Tears",Future,2014,4EpDZxSApKaod3PVqT5ben,2014-04-22,"Blood, Sweat, Tears",['Future']
Bloodflood Pt.II,Alt-J,2014,,,,
Bloodstream,Ed Sheeran,2014,5v4sZRuvWDcisoOk1PFv6T,2014-06-21,Bloodstream,['Ed Sheeran']
Blue Charlotte,John Mellencamp,2014,3SKi5bSdwycq2fEjuLfPxX,2014-01-01,Blue Charlotte,['John Mellencamp']
Blue Eyed Hexe,Pixies,2014,4nwnnRSpPkBsBSTW4chC4S,2014-04-28,Blue Eyed Hexe,['Pixies']
Blue Gangsta,Michael Jackson,2014,36lVpg8hgy37iZEazTOJBb,2014-05-09,Blue Gangsta,['Michael Jackson']
Blue Moon,Beck,2014,4gNErDjikE9QUQvkkqoB1S,2014-01-01,Blue Moon,['Beck']
Blue Roses,Flyleaf,2014,0rUGCsNsKjBu0RLzsDiCY4,2014-09-16,Blue Roses,['Flyleaf']
Blue Smoke,Dolly Parton,2014,4TBsD2Rd9GxZ4EX9YVl4EN,2014-05-09,Blue Smoke,['Dolly Parton']
Blue Velvet,Childhood,2014,0chsEQMrebNcKcWOMWJnS7,2014-08-08,Blue Velvet,['Childhood']
Bo$$,Fifth Harmony,2014,1COvXs6jaykXC73h9OSBVM,2015-01-30,BO$$,['Fifth Harmony']
Body Language,Kid Ink,2014,1rN55j78K87LEfRKZsSFYm,2015-01-02,Body Language (feat. Usher & Tinashe),"['Kid Ink', 'Usher', 'Tinashe']"
Body of My Own,Charli XCX,2014,2HoF2cssv14SED4kltbauH,2014-12-15,Body of My Own,['Charli XCX']
Boggy Creek,Boggy Creek,2014,0vYwl2BteTwje21MYzx0tX,2007-10-27,Boggy Creek,['Boggy Creek']
Bones,Little May,2014,6ql1E9TTl9LvjZclxwAjzo,2014-10-10,Bones,['Little May']
Bones Exposed,Of Mice & Men,2014,0TbbFwClRBAyURSBynegzo,2014-01-24,Bones Exposed,['Of Mice & Men']
Bonzai Kamikaze,Cavalera Conspiracy,2014,2I22rsJmY58yCmrNM3pace,2014-11-04,Bonzai Kamikazee,['Cavalera Conspiracy']
Boom Clap,Charli XCX,2014,0Y1MWB026LYxGvhq4EcMiC,2014-12-15,Boom Clap,['Charli XCX']
Booty,Jennifer Lopez,2014,6dshconh2KBbGxVh7GtSTC,2014-09-23,Booty,"['Jennifer Lopez', 'Iggy Azalea']"
Born In Chains,Leonard Cohen,2014,3eokV6d2dmgCETzyTQ0Qi0,2014-09-16,Born in Chains,['Leonard Cohen']
Born This Way,Thousand Foot Krutch,2014,0PmQErVDdg4F47iQPM1wGK,2014-08-26,Born This Way,['Thousand Foot Krutch']
Borrowed Time,Thompson Square,2014,,,,
Bother You,D'banj,2014,,,,
Bottoms Up,Brantley Gilbert,2014,0HZUp8fm9fh1Mitqx4CIOr,2014-01-01,Bottoms Up,['Brantley Gilbert']
Bow,Kasabian,2014,7fhLrTyEeLOssNqIY4OeUq,2014-10-07,bow,['Kasabian']
Bows & Arrows,Kaiser Chiefs,2014,1o3dQohiIAprDLxOWxf0jV,2014-04-01,Bows & Arrows,['Kaiser Chiefs']
Boy Racers,Metronomy,2014,3l8vqlpmTEAIwP8WCezmqN,2014-03-10,Boy Racers,['Metronomy']
Boys Get Straight,Johnny Marr,2014,5bnKt6ef4KMQ89ke9HmMrD,2014-09-30,Boys Get Straight,['Johnny Marr']
Boys Latin,Panda Bear,2014,178yi3jvbIHwnaxeAVUCD9,2015-01-12,Boys Latin,['Panda Bear']
Boyzone,Liars,2014,1Vm698NBbZZ54TgYhPfUxq,2014-03-25,Boyzone,['Liars']
Brain,Banks,2014,4dDoIid58lgImNuYAxTRyM,2014-01-01,Brain,['BANKS']
Brand New,Pharrell Williams,2014,1RUubW9fHtIYwjl588PrhZ,2014-03-03,Brand New (with Justin Timberlake),"['Pharrell Williams', 'Justin Timberlake']"
Brand New Dance,Loudon Wainwright III,2014,3dvUkZxQPIRtfG7F1Ii5gM,2014-09-09,Brand New Dance,['Loudon Wainwright III']
Brand New Day,David Nail,2014,2usRGcgJMwFD8BV7HA2nGA,2014-01-01,Brand New Day,['David Nail']
Break Free,Ariana Grande,2014,12KUFSHFgT0XCoiSlvdQi4,2014-08-25,Break Free,"['Ariana Grande', 'Zedd']"
Break the Bank,ScHoolboy Q,2014,5rk3EqsP1iHuQn5tkC1Qw0,2014-01-01,Break The Bank,['ScHoolboy Q']
Break The Cycle,You+Me,2014,3Ph8VQ697HKLWefqWbwh39,2014-10-08,Break the Cycle,['You+Me']
Break The Cycle,Motionless in White,2014,7DadGqxfyT2zMPz6N8LOC7,2014-09-15,Break The Cycle,['Motionless In White']
Break The Rules,Charli XCX,2014,0A5qqtFMG1qrNQEcjvr1A2,2014-12-15,Break the Rules,['Charli XCX']
Break Up In A Small Town,Sam Hunt,2014,7aftSOGSOpSoIlVAQVBb71,2014-10-27,Break Up In A Small Town,['Sam Hunt']
Break Up Song,Pixie Lott,2014,4CsWr6PrPZ0isDsfmRgN3V,2014-01-01,Break Up Song,['Pixie Lott']
Break Up with Him,Old Dominion,2014,5ZManJDV3CexO66nRCkdiV,2015-11-06,Break Up with Him,['Old Dominion']
Break Your Heart Right Back,Ariana Grande,2014,0HGcQDbRen8luCnwH53sNl,2014-08-25,Break Your Heart Right Back,"['Ariana Grande', 'Childish Gambino']"
Breakdown,Prince,2014,7K7YEejtHd4rK57J6QkuMr,2014-09-26,BREAKDOWN,['Prince']
Breakfast,Kelis,2014,2mafqXhUhQ4syolSXKtwO2,2014-04-21,Breakfast,['Kelis']
Breaking Skin,Nonpoint,2014,3uleUeZ5eyYCNGiwcc1Exp,2014-09-30,Breaking Skin,['Nonpoint']
Breaking Up,Charli XCX,2014,0CAAEA7BkwbtiQFcUWnaPX,2014-12-15,Breaking Up,['Charli XCX']
Breathe,California Breed,2014,5tEbVInUVxJ5I8BwPRSA1y,2014-05-19,Breathe,['California Breed']
Bridges,Joe,2014,6CemBgHivMblVmp1Uiaylf,2014-06-23,Bridges,['Joe']
Bright,Echosmith,2014,3WKg25vrbjJlkhsgl2W4p3,2013-10-04,Bright,['Echosmith']
Bright Side,Allison Veltz,2014,29iY4eGSON3qooiNCxGQtg,2014-04-29,Bright Side,['Allison Veltz']
Bring Back the Music,Jennifer Hudson,2014,4sSLJ4kdfq8hj3ybNfqRy0,2014-09-23,Bring Back The Music,['Jennifer Hudson']
Bringing Back the Sunshine,Blake Shelton,2014,5f4oD2jzyYjGM3Ds3bbYQx,2014-09-30,Bringing Back the Sunshine,['Blake Shelton']
Brixton,The Madden Brothers,2014,,,,
Broken,Lecrae,2014,3q5vVM2ogQWXxRjnMjhCrF,2014-09-09,Broken,"['Lecrae', 'Kari Jobe']"
Broken As Me,Papa Roach,2014,4OlC1T6mxKf0xxv2xYu9vf,2014-12-16,Broken As Me,['Papa Roach']
Broken Car,Matisyahu,2014,2XfMJvhHSnYQoi7geiEK1e,2014-01-01,Broken Car,['Matisyahu']
Broken Cross,Architects,2014,4b7oCl6v6kyH10igobXEuy,2014-03-11,Broken Cross,['Architects']
Broken Together,Casting Crowns,2014,2PuvIyN4e2w2i4GIjWCqsB,2014-01-24,Broken Together,['Casting Crowns']
Broken Wings,Anastacia,2014,65LMLr93SpwOfSZ8I0FWvj,2014-05-02,Broken Wings,['Anastacia']
Brooklyn Baby,Lana Del Rey,2014,1NZs6n6hl8UuMaX0UC0YTz,2014-01-01,Brooklyn Baby,['Lana Del Rey']
Brother,Needtobreathe,2014,76jtkq7829eEgEkoQrcjov,2014-04-17,Brother,['NEEDTOBREATHE']
Brother,The Madden Brothers,2014,,,,
Brothers And Sisters,Twin Atlantic,2014,6L7QuV6r2wZDqgDYZ0e9vV,2015-04-28,Brothers and Sisters,['Twin Atlantic']
Brushy Mountain Conjugal Trailer,Old Crow Medicine Show,2014,1qHro6dwCdlg9XPhNvWrLe,2014-07-01,Brushy Mountain Conjugal Trailer,['Old Crow Medicine Show']
BTK,Exodus,2014,4JMBxO6cCDubHVe4s4e7IV,2014-10-10,BTK,['Exodus']
Bubblegum,Jason Derulo,2014,2G76iRK1fzO5MiDvcTYkET,2013-09-10,Bubblegum (feat. Tyga),"['Jason Derulo', 'Tyga']"
Budapest,George Ezra,2014,2ixsaeFioXJmMgkkbd4uj1,2014-06-30,Budapest,['George Ezra']
Bulletproof Picasso,Train,2014,5P3fYoxh3LnVwANZEDu5vN,2014-09-16,Bulletproof Picasso,['Train']
Bullets In The Wind,Angels & Airwaves,2014,5DAof4nB3JOueD2UVWcm6H,2014-12-09,Bullets in the Wind,['Angels & Airwaves']
Bullit,Watermät,2014,0HFmNBn8c5oHCkg8oEjEEA,2014-02-09,Bullit,['Watermät']
Bully,Robbie Williams,2014,6XVNAV6TN8PI5sT5ptxO6H,2014-12-01,Bully,['Robbie Williams']
Bumblebeee,Kasabian,2014,7Eq3miFjaCJ8fEDF3Vj2fH,2014-10-07,bumblebeee,['Kasabian']
Bumpin' The Night,Florida Georgia Line,2014,5ygp81TQpolYKghQjdYZpD,2014-10-14,Bumpin' The Night,['Florida Georgia Line']
Buried Alive,Logic,2014,0Kojfmpnf0A2yC1zyv39Zx,2014-10-21,Buried Alive,['Logic']
Burn Up the Road,Liam Finn,2014,1UaG7MtbwauNSL1NmmGcFT,2014-05-06,Burn Up the Road,['Liam Finn']
Burnin' It Down,Jason Aldean,2014,5HJqpDspKDKwQpLjvkcIsD,2014-10-07,Burnin' It Down,['Jason Aldean']
Burnin' Up,Jessie J,2014,2f8FHYOkBjxnNxBWXWBpsG,2014-10-14,Burnin' Up,"['Jessie J', '2 Chainz']"
Burning Bridges,Ludacris,2014,3d81kNr1Ge6gTTeOXnKxV0,2015-03-31,Burning Bridges,"['Ludacris', 'Jason Aldean']"
Burning Gold,Christina Perri,2014,0n450TgdXT9BLURLyUV0qt,2014-03-27,burning gold,['Christina Perri']
Bury Our Friends,Sleater-Kinney,2014,2MycpboRozeeoFNqWGrnak,2015-01-20,Bury Our Friends,['Sleater-Kinney']
Business Pleasure,Little Boots,2014,0OKHkrddDJeUUETNaq6bPr,2014-12-01,Business Pleasure,['Little Boots']
Busy Earnin',Jungle,2014,5TloYFwzd09yWy8xkRLVUu,2014-07-15,Busy Earnin',['Jungle']
Buy a Heart,Nicki Minaj,2014,4pJ15e9awy9c4eajhHmJO1,2014-12-15,Buy A Heart,"['Nicki Minaj', 'Meek Mill']"
Buzz Back Girl,Jerrod Niemann,2014,4QqpHeOph5V0eXSLyEZI06,2014-03-21,Buzz Back Girl,['Jerrod Niemann']
Buzzin',Blake Shelton,2014,1j9JbLULlyeUltlcowiEhI,2014-09-30,Buzzin' (feat. RaeLynn),"['Blake Shelton', 'RaeLynn']"
C.A.N.C.E.R.,Architects,2014,0MyPqVDidAoYEpmGl5VHGW,2014-03-11,C.A.N.C.E.R,['Architects']
Cadillactica,Big K.R.I.T.,2014,68qE6eNXhmFflFfSinyC80,2014-08-25,Cadillactica,['Big K.R.I.T.']
California,Amelia Lily,2014,,,,
California (There Is No End To Love),U2,2014,2RKY4G4RwRQufxBUv6ect3,2014-01-01,California (There Is No End To Love),['U2']
California Rain,The Madden Brothers,2014,,,,
Call Me,Metronomy,2014,2OfJP9BW8HnZpPvDDZ5Dx2,2014-03-10,Call Me,['Metronomy']
Call Me,St. Paul & the Broken Bones,2014,5Z0MrFDEIDB075We9w9276,2014-02-18,Call Me,['St. Paul & The Broken Bones']
Call My Name,Avery Sunshine,2014,2KuATlpFox2DKUkRxViBH3,2014-05-27,Call My Name,['Avery*Sunshine']
Call Your Mother,Johnny Cash,2014,1Zafhe6hrQtd8IVTFIBNeH,2014-03-25,Call Your Mother,['Johnny Cash']
