title,artists,year,track_id,release_date,spotify.name,spotify.artists
Lonely,Justin Bieber,2020,4y4spB9m0Q6026KfkAvy9Q,2020-10-16,Lonely (with benny blanco),"['Justin Bieber', 'benny blanco']"
Lonely,Machine Gun Kelly,2020,6EPxapAlha7pEyn5kXgW3R,2020-09-25,lonely,['Machine Gun Kelly']
Long Live,Florida Georgia Line,2020,3D0wUvGbSWLfo9x0VWjgKo,2020-11-27,Long Live,['Florida Georgia Line']
Long Short Story,Taylor Swift,2020,2o2sgVJIgFXk8GQjWTgI6U,2020-12-11,long story short,['Taylor Swift']
Long Tailed Winter Bird,Paul McCartney,2020,5H2fhrNPuq89j9P0UwKbUI,2020-12-18,Long Tailed Winter Bird,['Paul McCartney']
Look Over Your Shoulder,Busta Rhymes,2020,00R0fEFZGb5hyTgF1nrRCq,2020-10-30,Look Over Your Shoulder (feat. Kendrick Lamar),"['Busta Rhymes', 'Kendrick Lamar']"
Looking For Me,Paul Woolford,2020,5dvGLnXYsBUQLAmJHBYgrN,2020-06-24,Looking For Me,"['Paul Woolford', 'Diplo', 'Kareen Lomax']"
Loose,S1mba,2020,0G9vbgmLrDqjV4NUCSrsIg,2020-09-11,Loose (feat. KSI),"['S1mba', 'KSI']"
Lose You,Jordan Davis,2020,0vK1vDEvEMvSpFEKW62Qub,2020-10-16,Lose You,['Jordan Davis']
Losses,Drake,2020,6fLVTVaHWaEfVKfEgbkf4D,2020-05-01,Losses,['Drake']
Lost,Cher Lloyd,2020,67oXeTZpWaR6rfAEQc5JWS,2020-04-24,Lost,['Cher Lloyd']
Lost Horse,Asaf Avidan,2020,6YKINYgsFOyrj803B6svly,2020-09-11,Lost Horse,['Asaf Avidan']
Lost In Yesterday,Tame Impala,2020,5JWPUEov2wlX7c0jhYZpeB,2020-02-14,Lost In Yesterday,['Tame Impala']
Love Again,Dua Lipa,2020,1imMjt1YGNebtrtTAprKV7,2020-03-27,Love Again,['Dua Lipa']
Love I'm Given,Ellie Goulding,2020,3rZlBLELWMxRS3R1OaE3D8,2020-07-17,Love I’m Given,['Ellie Goulding']
Love In The Underground,Bandits On The Run,2020,1L8cgclrPoJFLD1TXYEucc,2020-03-06,Love in the Underground,['Bandits on the Run']
Love Is A Compass,Griff,2020,6lx41mPrde3vkcb8qUQOOi,2020-11-09,Love Is A Compass - Disney supporting Make-A-Wish,['Griff']
Love Is Back,Celeste,2020,2xAffWASC4yddor8wW037Z,2020-12-31,Love Is Back,['Celeste']
Love Language,Ariana Grande,2020,6NYtLvyThMT0oALFdJFdzq,2020-10-30,love language,['Ariana Grande']
Love Looks Better,Alicia Keys,2020,0HL5XOeVxgX1cEPY2KgRRa,2020-12-18,Love Looks Better,['Alicia Keys']
Love Me Land,Zara Larsson,2020,3J6bLodhUHgNyzEZLgcieN,2020-07-10,Love Me Land,['Zara Larsson']
Love Remedy,Roachford,2020,4ZSn0pxHbCpXItsb5tvRgB,2020-09-11,Love Remedy,['Roachford']
Love Song,Yungblud,2020,0DZr4tVoYT3rUJzm9w15Lg,2020-12-04,love song,['YUNGBLUD']
Love You Like I Used To,Russell Dickerson,2020,1D7cfiC5mxqHfTCcOiRBej,2020-02-11,Love You Like I Used To,['Russell Dickerson']
Lovesick Girls,BlackPink,2020,4Ws314Ylb27BVsvlZOy30C,2020-10-02,Lovesick Girls,['BLACKPINK']
Lucid,Rina Sawayama,2020,7BoVAJ0HuKcBBRmUGlzX6o,2020-12-04,LUCID,['Rina Sawayama']
Lucky Me,Big Sean,2020,6wVnQMRXd1z2iPEo24f9db,2020-09-04,Lucky Me,['Big Sean']
M.E.N III,Bugzy Malone,2020,564XWNlr2Z2vM08wXvC4aW,2020-08-06,M.E.N III,['Bugzy Malone']
Mad At Disney,Salem Ilese,2020,7aGyRfJWtLqgJaZoG9lJhE,2020-07-24,Mad at Disney,['salem ilese']
Mad Woman,Taylor Swift,2020,2QDyYdZyhlP2fp79KZX8Bi,2020-07-24,mad woman,['Taylor Swift']
Maggie's Song,Chris Stapleton,2020,50QWBrZFAhD6N4B0tbfET9,2020-11-13,Maggie's Song,['Chris Stapleton']
Magic,Kylie Minogue,2020,0I4658wYMK45Ffx1IlKRjG,2020-11-06,Magic,['Kylie Minogue']
Mains,"Skepta, Chip and Young Adz",2020,3kY7f3qkk184PsKPylIEes,2020-03-27,Mains,"['Skepta', 'Chip', 'Young Adz']"
Makes Me Happy,Jon Anderson,2020,1t6EUCOLHZrXTTXnbEcn9K,2020-07-31,Makes Me Happy,['Jon Anderson']
Mamacita,The Black Eyed Peas,2020,,,,
Mamba Mentality,Jevon Alexander,2020,0OZpn7huAY7QocBSFdyeBa,2020-12-11,Mamba Mentality,['Jevon Alexander']
Man Alive,Deep Purple,2020,3P0amaKGKLy7Y29zMi7Uuf,2020-08-07,Man Alive,['Deep Purple']
Man From The Magazine,Haim,2020,3T6RXxwTpkQ0h861Dd4zXi,2021-02-19,Man from the Magazine,['HAIM']
Man Without A Soul,Lucinda Williams,2020,1kLlHxLKzwTWgFUnwNFbz1,2020-04-24,Man Without a Soul,['Lucinda Williams']
Man's World,Marina,2020,6Oz6Y6obyUBxicmuiCM1hr,2020-12-11,Man's World - Stripped,['MARINA']
March March,The Chicks,2020,3TCQaTVKBHYMBPVx1sTB8v,2020-07-17,March March,['The Chicks']
Mariana Trench,Bright Eyes,2020,2QF93yCtTGwHeZyb4ZioNJ,2020-08-21,Mariana Trench,['Bright Eyes']
Marjorie,Taylor Swift,2020,12ntTeqEeTg7GAVpe8Mhpl,2020-12-11,marjorie,['Taylor Swift']
Martha Divine,Ashley McBryde,2020,7cokvE1fABqkJL8FgUiBcS,2020-04-03,Martha Divine,['Ashley McBryde']
Mass,EOB,2020,4HHHpq9Tl4c43nk1weKJkq,2020-04-17,Mass,['EOB']
Maybe It's Time,Sixx: A.M.,2020,1rptK1oec3gjHpzzrxHyln,2020-08-21,"Maybe It’s Time (feat. Corey Taylor, Joe Elliott, Brantley Gilbert, Ivan Moody, Slash, AWOLNATION, Tommy Vext)","['Sixx:A.M.', 'Corey Taylor', 'Joe Elliott', 'Brantley Gilbert', 'Ivan Moody', 'Slash', 'AWOLNATION', 'Tommy Vext']"
MCR Calling,Paul Heaton & Jacqui Abbott,2020,74pvyGZfaVXwiAhGJJhxv8,2020-12-04,MCR Calling,"['Paul Heaton', 'Jacqui Abbott']"
Me & You Together Song,The 1975,2020,6SrvijeageGUiFu9iCDdmM,2020-05-22,Me & You Together Song,['The 1975']
Me Gusta,Shakira,2020,5Xhqh4lwJPtMUTsdBztN1a,2020-01-13,Me Gusta,"['Shakira', 'Anuel AA']"
Me Gusta,Anitta,2020,7e1VoRlNumuEkXlITMHKLE,2020-09-18,Me Gusta (with Cardi B & Myke Towers),"['Anitta', 'Myke Towers', 'Cardi B']"
Meet Me At Our Spot,The Anxiety,2020,07MDkzWARZaLEdKxo6yArG,2020-03-13,Meet Me At Our Spot,"['THE ANXIETY', 'WILLOW', 'Tyler Cole']"
Memento Mori,Lamb Of God,2020,1flcnqrtVKsluQXLEPfGJW,2020-06-19,Memento Mori,['Lamb of God']
Memory I Don't Mess With,Lee Brice,2020,7BQE1P0NUalHSvFtrxasx9,2020-10-16,Memory I Don't Mess With,['Lee Brice']
Mercy's Shore,Needtobreathe,2020,7HJKTREFiMhbQ1nN8baEx1,2020-08-29,Mercy's Shore,['NEEDTOBREATHE']
Mexico,Neil Young,2020,3RLMtnbM21DcOBqiu2Lvw9,2020-06-19,Mexico,['Neil Young']
Mick Jones Nicked My Pudding,Dropkick Murphys,2020,5t7FAQIvlvu1eX9Vnb5wgY,2020-04-10,Mick Jones Nicked My Pudding,['Dropkick Murphys']
Microphone,American Authors,2020,5oi1wAcptl4XXc1LPi9WhF,2020-01-17,Microphone,['American Authors']
Midnight (Hanging Tree),Hosh,2020,2Rczayj2tsm1Uga5uQ58Kz,2020-01-10,Midnight (The Hanging Tree),"['HOSH', '1979', 'Jalja']"
Midnight Sky,Miley Cyrus,2020,27ycaQnQAxaPiyeg3nr2aB,2020-08-14,Midnight Sky,['Miley Cyrus']
Milk Breath,Orlando Weeks,2020,0d6tEG8ZKK21140KDYE91W,2020-06-12,Milk Breath,['Orlando Weeks']
Millions,KSI,2020,3nxobbTLF4bUnTJ85Z1Xmt,2020-05-22,Millions,['KSI']
Mindreader,A Day to Remember,2020,2hVKFfp7Rmr2XPK31jFCrX,2020-04-15,Mindreader,['A Day To Remember']
Mirror Ball,Paul Weller,2020,5H3X1ix282WIfs6L2atQKq,2020-07-03,Mirror Ball,['Paul Weller']
Mirrorball,Taylor Swift,2020,0ZNU020wNYvgW84iljPkPP,2020-07-24,mirrorball,['Taylor Swift']
Missed You,The Weeknd,2020,38uNCW1do0LKfMIt4MDkPo,2020-04-03,Missed You - Bonus Track,['The Weeknd']
Mistakes,Paloma Faith,2020,,,,
Mister Holland,Gregory Porter,2020,6oC8HA4F4w0XXqhUvVDEe0,2020-06-15,Mister Holland,['Gregory Porter']
Model Village,Idles,2020,5leTrMUMJrpyxHcSv12Vta,2020-09-25,Model Village,['IDLES']
Modern Loneliness,Lauv,2020,1eyek0KJEh2v5HQ9uQSybb,2020-03-06,Modern Loneliness,['Lauv']
Momentary Bliss,Gorillaz,2020,5h5FY6vmtDpgXF91BUexO0,2020-10-23,Momentary Bliss (feat. slowthai and Slaves),"['Gorillaz', 'slowthai', 'Slaves']"
Momma's House,Dustin Lynch,2020,51FVpJr3WL7vvdfCa7j2jr,2020-01-17,Momma’s House,['Dustin Lynch']
Money Over Fallouts,Tory Lanez,2020,6wxQ60q4I3qWNjwBgftVN0,2020-09-25,Money Over Fallouts,['Tory Lanez']
Monster,Shawn Mendes,2020,2Z8yfpFX0ZMavHkcIeHiO1,2020-11-20,Monster (Shawn Mendes & Justin Bieber),"['Shawn Mendes', 'Justin Bieber']"
Monsters,Alex Hosking,2020,7kXNJk1MDNAX4VXMLJY7YI,2019-08-30,Monsters,['Alex Hosking']
Monsters,All Time Low,2020,0tyR7Bu9P086aWBFZ4QJoo,2020-04-03,Monsters (feat. blackbear),"['All Time Low', 'blackbear']"
Monsters In The Stars,Granville Automatic,2020,3Ad2O5BotLmHJDrvZxv1ut,2020-09-11,Monsters in the Stars,['Granville Automatic']
Monsters You Made,Burna Boy,2020,2cerDm5EbuTNJ68EIMtrF2,2020-08-13,Monsters You Made (feat. Chris Martin),"['Burna Boy', 'Chris Martin']"
Mood,24kGoldn,2020,6FuGJB290AQMAHTfjOYVaK,2020-11-06,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior","['24kGoldn', 'Justin Bieber', 'J Balvin', 'iann dior']"
Mood Swings,Pop Smoke,2020,5rZlwNFl01HqLWBQGryKSm,2020-07-03,Mood Swings (feat. Lil Tjay),"['Pop Smoke', 'Lil Tjay']"
Moral Panic,Nothing But Thieves,2020,1CEE8yRBUe57R4MGDquES4,2020-10-23,Moral Panic,['Nothing But Thieves']
More,Halsey,2020,3jgHKbpswygyOMipFz06RQ,2020-01-17,More,['Halsey']
More,Paul Weller,2020,3edn29DI5h8TLMNYEgVgq0,2020-07-03,More,['Paul Weller']
More Than My Hometown,Morgan Wallen,2020,0eBXyY4SatzpE7opnzgXvz,2020-04-17,More Than My Hometown,['Morgan Wallen']
More. Again. Forever,The Courteeners,2020,,,,
Mork n Mindy,Sleaford Mods,2020,2yRGReilmyIWt1uWzyqkXW,2020-10-30,Mork n Mindy,"['Sleaford Mods', 'Billy Nomates']"
Mother Of Muses,Bob Dylan,2020,0qI2XsEDWAw04eINOxqwOt,2020-06-19,Mother of Muses,['Bob Dylan']
Motivation,JAGMAC,2020,2Qqi9yWuk3ydOQ1D3DWU8p,2020-10-08,Motivation,['JAGMAC']
Motive,Ariana Grande,2020,5GkQIP5mWPi4KZLLXeuFTT,2020-10-30,motive (with Doja Cat),"['Ariana Grande', 'Doja Cat']"
Move Ya Hips,A$ap Ferg,2020,13v5IXnvO2BccWwOx5rb4s,2020-09-25,Move Ya Hips (feat. Nicki Minaj & MadeinTYO),"['A$AP Ferg', 'Nicki Minaj', 'MadeinTYO']"
Mr. Right Now,21 Savage and Metro Boomin,2020,4Q34FP1AT7GEl9oLgNtiWj,2020-10-02,Mr. Right Now (feat. Drake),"['21 Savage', 'Metro Boomin', 'Drake']"
Mr. Skeleton,Sananda Maitreya,2020,0R2NIRiglRahAxRXgIwcJi,2021-03-15,Mr. Skeleton,['Sananda Maitreya']
Murder Most Foul,Bob Dylan,2020,1LfTvT9JPYuuZanwxLtZCr,2020-06-19,Murder Most Foul,['Bob Dylan']
Muévelo,Nicky Jam & Daddy Yankee,2020,4VgYtXCVJ7IbWAZ5ryfvEQ,2020-01-08,Muévelo,"['Nicky Jam', 'Daddy Yankee']"
My Angel,Guy Garvey,2020,6Yjnf8QnSgQsVHj18XlrBV,2020-09-29,"My Angel - From The BBC Programme ""Life""",['Guy Garvey']
My Boy,Elvie Shane,2020,0PjXFoTUNltAvf4IN0N3Xx,2020-06-05,My Boy,['Elvie Shane']
My Cleveland Heart,Jackson Browne,2020,1DouexNz20z6b86YWlJzvn,2021-07-23,My Cleveland Heart,['Jackson Browne']
My Ex's Best Friend,Machine Gun Kelly,2020,7kDUspsoYfLkWnZR7qwHZl,2020-09-25,my ex's best friend (with blackbear),"['Machine Gun Kelly', 'blackbear']"
My Eyes Are T-Shirts,Matt Berninger,2020,,,,
My Friend,Hayley Williams,2020,6H5PpiwCO61mWgWEgDb7ZU,2020-05-08,My Friend,['Hayley Williams']
My Future,Billie Eilish,2020,2ygvZOXrIeVL4xZmAWJT2C,2020-07-30,my future,['Billie Eilish']
My God,The Killers,2020,7d3HsxVBxNWx8Q3G5UuHos,2020-08-21,My God (feat. Weyes Blood),"['The Killers', 'Weyes Blood', 'Lucius']"
My Hair,Ariana Grande,2020,6u7gmPOz7pzzaeR9xSBpsR,2020-10-30,my hair,['Ariana Grande']
My Head & My Heart,Ava Max,2020,1KixkQVDUHggZMU9dUobgm,2020-09-18,My Head & My Heart,['Ava Max']
My Last Breath,James Newman,2020,234vNSuQZn7vr8zHwuWLOm,2020-02-27,My Last Breath,['James Newman']
My Oasis,Sam Smith,2020,2KoHxhRyWxJzA0VafWd5Nk,2020-07-30,My Oasis (feat. Burna Boy),"['Sam Smith', 'Burna Boy']"
My Own Version Of You,Bob Dylan,2020,3BQnez3qUm6hdKwxXly7Rw,2020-06-19,My Own Version of You,['Bob Dylan']
My Play,AJR,2020,6O03YBAk7hcOrHoAHCWPYr,2020-12-22,My Play,['AJR']
My Power,Edie Brickell & New Bohemians,2020,4mXCQMYrXvyWLSwzQdnWLk,2021-02-19,My Power,['Edie Brickell & New Bohemians']
My Tears Ricochet,Taylor Swift,2020,1MgV7FIyNxIG7WzMRJV5HC,2020-07-24,my tears ricochet,['Taylor Swift']
"My Way, Soon",Greta Van Fleet,2020,32NJ4kh1Aqrc9XGRoXvGie,2021-04-16,"My Way, Soon",['Greta Van Fleet']
My Window,YoungBoy Never Broke Again,2020,7IECs9d4Rrlpa7tiHOCE1w,2020-09-11,My Window (feat. Lil Wayne),"['YoungBoy Never Broke Again', 'Lil Wayne']"
Myopia,Agnes Obel,2020,0jbgt7psXDq3cOQK7s0THz,2020-02-21,Myopia,['Agnes Obel']
Myron,Lil Uzi Vert,2020,56uXDJRCuoS7abX3SkzHKQ,2020-03-13,Myron,['Lil Uzi Vert']
Nah Nah Nah,Kanye West,2020,5hiY03vpUXuzhKVH052phI,2020-10-16,Nah Nah Nah (Instrumental),['Kanye West Instrumentalz']
Naked,Jonas Blue,2020,2gGLpMzoo80A7jGEIr4ou8,2020-06-26,Naked,"['Jonas Blue', 'MAX']"
"Nashville, TN",Chris Stapleton,2020,0fLeL6TVmrMgDMW1iC1puo,2020-11-13,"Nashville, TN",['Chris Stapleton']
Nasty,Ariana Grande,2020,0sci7ppTZFm4mjcH3nu8yO,2020-10-30,nasty,['Ariana Grande']
Naughty List,Liam Payne,2020,2Y0ktCGrGoGcQFXsGztvhi,2020-10-30,Naughty List (with Dixie),"['Liam Payne', 'Dixie']"
Never Break,John Legend,2020,5wWMdkPkZbtUgrkaDINRrt,2020-06-19,Never Break,['John Legend']
Never Break Heart,Eric Church,2020,3vmFm0a4LNxzX0PYGLaxh4,2021-04-16,Never Break Heart,['Eric Church']
Never Worn White,Katy Perry,2020,3ksNHUNCTP6Pan8rjFnmtw,2020-03-05,Never Worn White,['Katy Perry']
New Colossal Hate,Lamb Of God,2020,5gwLD4lyU1WoYjJXtNRqBM,2020-06-19,New Colossal Hate,['Lamb of God']
Newspaper,Fiona Apple,2020,1YsWyCYqpA8uZaR9SfYAnY,2020-04-17,Newspaper,['Fiona Apple']
Next Girl,Carly Pearce,2020,4QpWhd7l2NrmGmfw4qGlpa,2020-09-04,Next Girl,['Carly Pearce']
Nice To Meet Ya,Meghan Trainor,2020,5HqRQwSAPAgJBQ3bhtpUTg,2020-01-31,Nice to Meet Ya (feat. Nicki Minaj),"['Meghan Trainor', 'Nicki Minaj']"
Nickel And Dime Blues,Gangstagrass,2020,0GiRkUiwQc2VUyVNpbthQQ,2020-08-14,Nickel And Dime Blues,['Gangstagrass']
Nina's Song,Travis,2020,7u9PlGdE8nyXir0S9PqC6F,2020-12-04,Nina's Song - Single Version,['Travis']
No,Fontaines D.C.,2020,0MVJQl4acTcoPykFaDPH3R,2020-07-31,I Was Not Born,['Fontaines D.C.']
"No Body, No Crime",Taylor Swift,2020,3RaT22zZsxVYxxKR7TAaYF,2020-12-11,"no body, no crime (feat. HAIM)","['Taylor Swift', 'HAIM']"
No Flag,Elvis Costello,2020,026xziPfk73HTmWSSzQkeL,2020-10-30,No Flag,['Elvis Costello']
No I In Beer,Brad Paisley,2020,5UMjPT47GpOwkUo6e99R3s,2020-04-15,No I in Beer,['Brad Paisley']
No Judgement,Niall Horan,2020,5IUOU5xkzGHsRFOYNu3GSK,2020-02-07,No Judgement,['Niall Horan']
No Love Lost,Travis,2020,5DJYJ8lysdCYPW7X0ADlyD,2020-10-09,No Love Lost,['Travis']
No More Lockdown,Van Morrison,2020,3wU8zyHZ5N6azZB0YkK4f7,2020-10-23,No More Lockdown,['Van Morrison']
No One,The Psychedelic Furs,2020,3sGK5BtlzU3dJmhGbliPmf,2020-07-31,No-One,['The Psychedelic Furs']
No One Knows,Marian Hill,2020,0wiqCEs1yKVTPMUWRRBbkW,2020-03-18,no one knows,['Marian Hill']
No Regrets,Eminem,2020,1lO9CZo6eDrOy0S7khgryG,2020-01-17,No Regrets (feat. Don Toliver),"['Eminem', 'Don Toliver']"
No Shame,5 Seconds of Summer,2020,5EbidH3lGB30WuDsoR4km6,2020-03-27,No Shame,['5 Seconds of Summer']
No Time for Love Like Now,Big Red Machine,2020,,,,
No Time For Tears,Little Mix,2020,1rNwh3nRc9yBUJ5uXEYXXL,2021-02-12,No Time for Tears,"['Little Mix', 'Nathan Dawe']"
No Time To Die,Billie Eilish,2020,73SpzrcaHk0RQPFP73vqVR,2020-02-13,No Time To Die,['Billie Eilish']
No War,Bradd Marquis,2020,0wVePnOpJxcguuO5W0ebxh,2020-04-03,No War,['Bradd Marquis']
Nobody's Love,Maroon 5,2020,06ylybDHRyv6wEpjBc9TKn,2020-10-16,Nobody's Love (feat. Popcaan) - Remix,"['Maroon 5', 'Popcaan']"
Noise,Nightwish,2020,0RZVAhyB8vhxQz6ITjiuyA,2020-04-10,Noise,['Nightwish']
Not A Pop Song,Little Mix,2020,5WDIq9E5f5ryHeIs8FwKcl,2020-11-06,Not a Pop Song,['Little Mix']
Not Another Love Song,Ella Mai,2020,5XqDJFVCyRTm5J7cIfRmR1,2020-10-02,Not Another Love Song,['Ella Mai']
Not Mad Enough,Smith & Myers,2020,5rMJJPGNeRzouxRbeo7src,2020-10-09,NOT MAD ENOUGH,['Smith & Myers']
Not The End of the World,Katy Perry,2020,2F20djOXWDSFEXu3tPdV71,2020-08-28,Not the End of the World,['Katy Perry']
Not Tonight,Rolling Blackouts Coastal Fever,2020,1af33AUaAuPMkXuOgD30T5,2020-06-05,Not Tonight,['Rolling Blackouts Coastal Fever']
Not You Too,Drake,2020,3Q4gttWQ6hxqWOa3tHoTNi,2020-05-01,Not You Too (feat. Chris Brown),"['Drake', 'Chris Brown']"
Nothing At All,Deep Purple,2020,77hitAMfc6USq4gkpwthV8,2020-08-07,Nothing at All,['Deep Purple']
Nothing Compares,The Weeknd,2020,5ciyqWW5YuGqF4Avu7uwry,2020-04-03,Nothing Compares - Bonus Track,['The Weeknd']
Nothing Really Matters,Tiesto,2020,,,,
Novocaine,The Unlikely Candidates,2020,4GKcaqt6PFor4siHXMO42e,2019-03-22,Novocaine,['The Unlikely Candidates']
Numbers,A Boogie Wit Da Hoodie,2020,733c1CWmIGymoQXdp7Us88,2020-02-14,"Numbers (feat. Roddy Ricch, Gunna and London On Da Track)","['A Boogie Wit da Hoodie', 'London On Da Track', 'Roddy Ricch', 'Gunna']"
Obey,Bring Me The Horizon,2020,6MD6xpFK4cfquxRqXxqwjq,2020-10-30,Obey (with YUNGBLUD),"['Bring Me The Horizon', 'YUNGBLUD']"
Obvious,Ariana Grande,2020,0q85C1JiECyYIQthz1posA,2020-10-30,obvious,['Ariana Grande']
Ode To The Mets,The Strokes,2020,1BLOVHYYlH4JUHQGcpt75R,2020-04-10,Ode To The Mets,['The Strokes']
Off the Table,Ariana Grande,2020,7E1jVNoWuemqUryI4FxsVD,2020-10-30,off the table (with The Weeknd),"['Ariana Grande', 'The Weeknd']"
Oh Canada,Nadia Reid,2020,4LKH9EGWayUvhM3CzmPVEI,2020-03-06,Oh Canada,['Nadia Reid']
Oh Yeah!,Green Day,2020,3QiNQFiueqnIc6rOPLZB3f,2020-01-16,Oh Yeah!,['Green Day']
Ohms,Deftones,2020,0h6vLT1rLneoc5I4sOxvB1,2020-09-25,Ohms,['Deftones']
OK Not To Be OK,Demi Lovato,2020,,,,
Old Flowers,Courtney Marie Andrews,2020,2FX88wSbz72eeCm9EGIZqN,2020-07-24,Old Flowers,['Courtney Marie Andrews']
Old Me,5 Seconds of Summer,2020,58qO4dGa5SgNdtvqvpewyz,2020-03-27,Old Me,['5 Seconds of Summer']
On,BTS,2020,2QyuXBcV1LJ2rq01KhreMF,2020-02-11,On,['BTS']
On Fire Like Zsa Zsa,"Robin Trower, Maxi Priest, Livingstone Brown",2020,1jkRCIT4lbw927QNmt0NGh,2020-10-09,On Fire Like Zsa Zsa,"['Robin Trower', 'Maxi Priest', 'Livingstone Brown']"
On Me,Lil Baby,2020,4Iedi94TIaB2GGb1nMB68v,2020-12-04,On Me,['Lil Baby']
On Mine,Thomas Wesley,2020,,,,
On Sunset,Paul Weller,2020,1aKQlttljhiHZtaMXqpnUi,2020-07-03,On Sunset,['Paul Weller']
Once A Day,Mac Miller,2020,26G5nmIx7Yvq79bIIluyZV,2020-01-17,Once A Day,['Mac Miller']
One Day The Only Butterflies Left Will Be In Your Chest As You March Towards Your Death,Bring Me The Horizon,2020,20Kau1BL5IUaPo4l488D57,2020-10-30,One Day The Only Butterflies Left Will Be In Your Chest As You March Towards Your Death (feat. Amy Lee),"['Bring Me The Horizon', 'Amy Lee']"
One Margarita,Luke Bryan,2020,6NhS5LwYbJ6xD7BGvlWRJO,2020-03-13,One Margarita,['Luke Bryan']
One Minute You're Here,Bruce Springsteen,2020,4VpkCmCnqgcUcysgHdTbYf,2020-10-23,One Minute You're Here,['Bruce Springsteen']
One More Year,Tame Impala,2020,5ozqshq2dtU7SYCpCBu0NE,2020-02-14,One More Year,['Tame Impala']
One Of Them Girls,Lee Brice,2020,14GwnOeC9qYEKEA6uOZepa,2020-04-10,One Of Them Girls,['Lee Brice']
One Star,deryk,2020,3RlnNTs9Cot4M1qL2C9gi4,2020-08-13,One Star,['deryk']
One Too Many,Keith Urban,2020,5NUXE8W12lWcUXgJRCjeEw,2020-09-16,One Too Many,"['Keith Urban', 'P!nk']"
Only Children,Jason Isbell,2020,6BzU6BMqMd4qelkWTjLwKy,2020-05-15,Only Children,['Jason Isbell and the 400 Unit']
Only In A Man's World,Field Music,2020,25tvfN4vl4jtYYPYEi7dFk,2020-01-10,Only in a Man's World,['Field Music']
Only The Young,Taylor Swift,2020,2slqvGLwzZZYsT4K4Y1GBC,2020-01-31,Only The Young - Featured in Miss Americana,['Taylor Swift']
Only Truck in Town,Tyler Farr,2020,6bEZIqFksyE4HGBYLUGAcT,2020-01-24,Only Truck In Town,['Tyler Farr']
Only You Freestyle,Headie One,2020,4OENnoidV0h8gJV6bhrw7r,2020-07-20,Only You Freestyle,"['Headie One', 'Drake']"
Oprah's Bank Account,Lil Yachty,2020,0LEFmgIj8ABU7CelzGh5Bs,2020-05-29,Oprah's Bank Account (Lil Yachty & DaBaby feat. Drake),"['Lil Yachty', 'DaBaby', 'Drake']"
Opryland,Granville Automatic,2020,6i6Y2nN2R2h6qpwMaWvZqa,2020-09-11,Opryland,['Granville Automatic']
Ordinary Man,Ozzy Osbourne,2020,6eEYGGFfFbtKHCgJM4uh9v,2020-01-10,Ordinary Man (feat. Elton John),"['Ozzy Osbourne', 'Elton John']"
Origin Of The World,David Keenan,2020,3hMVkDiXbsYerXEmlxUVbc,2020-01-10,Origin of the World,['David Keenan']
Otherside Of America,Meek Mill,2020,3JBvJ9PwrYA1oeUzI3FMRI,2020-06-05,Otherside Of America,['Meek Mill']
Out The Cage,Keith Urban,2020,3mRsqDndAcdKBInLbAsXiH,2020-09-18,Out The Cage,"['Keith Urban', 'BRELAND', 'Nile Rodgers']"
Outta Time,Bryson Tiller,2020,4SCnCPOUOUXUmCX2uHb3r7,2020-10-02,Outta Time (feat. Drake),"['Bryson Tiller', 'Drake']"
Over Now,Calvin Harris,2020,58AGoOGbwsQMhBbH0eFLRR,2020-08-28,Over Now (with The Weeknd),"['Calvin Harris', 'The Weeknd']"
Over Yet,Hayley Williams,2020,6rhz5IdIWfnU30MFuiL7Di,2020-05-08,Over Yet,['Hayley Williams']
P2,Lil Uzi Vert,2020,3kW4z2pIj5VY5fLjBrMRL5,2020-03-06,P2,['Lil Uzi Vert']
Pac-Man,Gorillaz,2020,4hURm1oP1rE1KZ4zd7mRay,2020-10-23,Pac-Man (feat. ScHoolboy Q),"['Gorillaz', 'ScHoolboy Q']"
Pageturners Rag,Bright Eyes,2020,72rMBpPRjOWa1RQdzVANbw,2020-08-21,Pageturners Rag,['Bright Eyes']
Pain 1993,Drake,2020,6Kj17Afjo1OKJYpf5VzCeo,2020-05-01,Pain 1993 (with Playboi Carti),"['Drake', 'Playboi Carti']"
Paradise,Meduza,2020,6ft4hAq6yde8jPZY2i5zLr,2020-10-30,Paradise (feat. Dermot Kennedy),"['MEDUZA', 'Dermot Kennedy']"
Paradisin',Rina Sawayama,2020,0e1yfIkdDkvhSo2dFYCZIL,2020-04-17,Paradisin',['Rina Sawayama']
Parasite Eve,Bring Me The Horizon,2020,5OxclJsdFESni44YlpNpkR,2020-06-25,Parasite Eve,['Bring Me The Horizon']
Party Girl,StaySolidRocky,2020,5RqR4ZCCKJDcBLIn4sih9l,2020-04-21,Party Girl,['StaySolidRocky']
Past Life,Trevor Daniel,2020,7MN8RYSofZsFROBlEOAzXq,2020-06-26,Past Life (with Selena Gomez),"['Trevor Daniel', 'Selena Gomez']"
Pawn Shop,Brandy Clark,2020,7vESBZrpzaPfjD2wRgeR93,2020-03-06,Pawn Shop,['Brandy Clark']
Payin' Hard,Kip Moore,2020,3I28ROKAAxxjlBvQfzRElj,2020-05-29,Payin' Hard,['Kip Moore']
PDLIF,Bon Iver,2020,0kT1QOkgYYaW0lnMpXY76h,2020-04-17,PDLIF,['Bon Iver']
